id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,qtd_meses_observados,max_dias_atraso,primeiro_mes_observado,ultimo_mes_observado
192,2022-01-16,175484.08,58619.0,8.43,240,Acima de 10 SM,MG,Usado,FGTS,736,74.96,0,35,63,2022-02-01,2024-12-01
193,2022-01-16,251631.89,101143.8,9.47,360,Acima de 10 SM,MS,Usado,FGTS,610,71.33,1,35,117,2022-02-01,2024-12-01
194,2022-01-16,134774.71,22931.99,4.41,300,Até 3 SM,RS,Usado,MCMV,688,85.46,1,35,133,2022-02-01,2024-12-01
195,2022-01-17,345755.22,93828.82,9.33,240,Acima de 10 SM,RS,Novo,Livre,643,78.66,0,35,58,2022-02-01,2024-12-01
196,2022-01-17,185622.68,30656.8,6.54,300,3 a 6 SM,PB,Novo,MCMV,592,85.83,1,35,171,2022-02-01,2024-12-01
197,2022-01-17,252076.39,65070.19,8.55,360,6 a 10 SM,BA,Usado,FGTS,767,79.48,1,35,143,2022-02-01,2024-12-01
198,2022-01-17,236902.93,72433.45,9.08,180,6 a 10 SM,MA,Usado,FGTS,770,76.58,1,35,150,2022-02-01,2024-12-01
199,2022-01-17,90613.7,14328.07,5.06,360,3 a 6 SM,RJ,Novo,MCMV,542,86.35,1,35,166,2022-02-01,2024-12-01
200,2022-01-17,122346.38,21219.5,8.56,360,Até 3 SM,SE,Novo,FGTS,516,85.22,1,35,111,2022-02-01,2024-12-01
201,2022-01-17,139377.38,20472.85,5.01,300,3 a 6 SM,SP,Usado,MCMV,622,87.19,1,35,161,2022-02-01,2024-12-01
202,2022-01-17,156342.82,36234.24,8.53,120,3 a 6 SM,MG,Usado,FGTS,670,81.18,0,35,80,2022-02-01,2024-12-01
203,2022-01-17,269933.0,58044.35,7.37,300,3 a 6 SM,SP,Novo,FGTS,671,82.3,1,35,150,2022-02-01,2024-12-01
204,2022-01-17,415573.23,170494.75,8.94,240,Acima de 10 SM,MT,Novo,FGTS,751,70.91,0,35,23,2022-02-01,2024-12-01
205,2022-01-17,83853.3,9440.48,6.18,180,Até 3 SM,RJ,Novo,MCMV,734,89.88,0,35,34,2022-02-01,2024-12-01
206,2022-01-17,269256.42,66678.44,9.48,240,6 a 10 SM,CE,Novo,FGTS,618,80.15,1,35,116,2022-02-01,2024-12-01
207,2022-01-17,122733.14,30444.1,4.27,360,3 a 6 SM,MS,Novo,MCMV,563,80.12,1,35,121,2022-02-01,2024-12-01
208,2022-01-18,122496.82,16926.57,6.61,180,3 a 6 SM,TO,Novo,MCMV,591,87.86,1,35,141,2022-02-01,2024-12-01
209,2022-01-18,197434.63,24437.79,7.1,180,Até 3 SM,RJ,Usado,FGTS,741,88.99,0,35,81,2022-02-01,2024-12-01
210,2022-01-18,134179.45,16411.21,8.86,180,Até 3 SM,SP,Novo,FGTS,606,89.1,1,35,147,2022-02-01,2024-12-01
211,2022-01-18,168104.07,22577.9,7.21,120,Até 3 SM,RJ,Usado,FGTS,590,88.16,0,35,52,2022-02-01,2024-12-01
212,2022-01-18,110281.08,16361.97,4.65,360,3 a 6 SM,MA,Novo,MCMV,640,87.08,1,35,133,2022-02-01,2024-12-01
213,2022-01-18,113410.11,24869.17,4.21,240,3 a 6 SM,PA,Usado,MCMV,566,82.02,1,35,149,2022-02-01,2024-12-01
214,2022-01-18,128094.34,14281.82,9.0,180,Até 3 SM,PB,Novo,FGTS,618,89.97,1,35,173,2022-02-01,2024-12-01
215,2022-01-18,351695.43,113642.94,8.01,180,6 a 10 SM,GO,Novo,FGTS,820,75.58,0,35,82,2022-02-01,2024-12-01
216,2022-01-18,211987.2,36985.78,10.3,240,3 a 6 SM,MG,Usado,Livre,727,85.14,1,35,122,2022-02-01,2024-12-01
217,2022-01-18,260018.61,47267.41,8.47,180,6 a 10 SM,SC,Novo,FGTS,675,84.62,1,35,140,2022-02-01,2024-12-01
218,2022-01-18,100869.33,16944.82,5.99,360,Até 3 SM,SP,Usado,MCMV,561,85.62,1,35,171,2022-02-01,2024-12-01
219,2022-01-18,80000.0,13114.59,5.51,240,3 a 6 SM,MG,Novo,MCMV,703,85.92,1,35,175,2022-02-01,2024-12-01
220,2022-01-18,150931.33,25167.17,8.8,360,Até 3 SM,SP,Novo,FGTS,641,85.71,1,35,145,2022-02-01,2024-12-01
221,2022-01-18,100000.0,20741.8,8.55,360,3 a 6 SM,MS,Novo,FGTS,737,82.82,1,35,171,2022-02-01,2024-12-01
222,2022-01-18,142060.02,34502.78,4.11,360,3 a 6 SM,PE,Usado,MCMV,626,80.46,1,35,151,2022-02-01,2024-12-01
223,2022-01-18,100000.0,13681.38,9.26,240,Até 3 SM,RJ,Novo,FGTS,539,87.97,1,35,175,2022-02-01,2024-12-01
224,2022-01-18,299371.93,96007.11,8.46,360,6 a 10 SM,RO,Novo,FGTS,713,75.72,1,35,165,2022-02-01,2024-12-01
225,2022-01-19,216575.27,38486.23,7.33,180,6 a 10 SM,MT,Usado,FGTS,551,84.91,1,35,149,2022-02-01,2024-12-01
226,2022-01-19,136690.4,25634.4,7.77,240,3 a 6 SM,SP,Novo,FGTS,588,84.21,1,35,124,2022-02-01,2024-12-01
227,2022-01-19,86356.24,15075.77,4.26,360,Até 3 SM,PR,Usado,MCMV,429,85.14,1,35,109,2022-02-01,2024-12-01
228,2022-01-19,284831.77,64084.89,7.92,240,6 a 10 SM,PA,Usado,FGTS,759,81.63,1,35,138,2022-02-01,2024-12-01
229,2022-01-19,165920.38,26379.94,7.85,120,Até 3 SM,RS,Novo,FGTS,482,86.28,1,35,137,2022-02-01,2024-12-01
230,2022-01-19,163408.17,18486.17,8.92,300,Até 3 SM,SC,Usado,FGTS,653,89.84,0,35,67,2022-02-01,2024-12-01
231,2022-01-19,260072.93,86274.36,8.01,360,Acima de 10 SM,MT,Usado,FGTS,734,75.09,0,35,77,2022-02-01,2024-12-01
232,2022-01-19,124812.04,28283.75,6.43,360,3 a 6 SM,RJ,Usado,MCMV,695,81.53,0,35,48,2022-02-01,2024-12-01
233,2022-01-19,161725.56,26428.09,8.94,300,Até 3 SM,RN,Usado,FGTS,449,85.95,1,35,123,2022-02-01,2024-12-01
234,2022-01-19,177299.71,23999.39,5.6,300,Até 3 SM,CE,Usado,MCMV,637,88.08,0,35,65,2022-02-01,2024-12-01
235,2022-01-19,232815.66,31591.92,7.67,300,Até 3 SM,RJ,Usado,FGTS,558,88.05,1,35,129,2022-02-01,2024-12-01
236,2022-01-19,240205.98,43528.82,8.58,120,6 a 10 SM,RN,Usado,FGTS,681,84.66,1,35,133,2022-02-01,2024-12-01
237,2022-01-19,211550.94,31225.93,7.25,180,Até 3 SM,RJ,Novo,FGTS,604,87.14,1,35,147,2022-02-01,2024-12-01
238,2022-01-19,313569.52,104219.27,8.97,240,Acima de 10 SM,MG,Novo,FGTS,756,75.05,1,35,107,2022-02-01,2024-12-01
239,2022-01-20,114780.09,20635.63,6.79,180,3 a 6 SM,CE,Usado,MCMV,570,84.76,1,35,130,2022-02-01,2024-12-01
240,2022-01-20,133050.68,19635.1,4.56,300,Até 3 SM,SP,Usado,MCMV,597,87.14,1,35,165,2022-02-01,2024-12-01
241,2022-01-20,200493.97,29781.29,7.62,180,Até 3 SM,MG,Novo,FGTS,612,87.07,0,35,77,2022-02-01,2024-12-01
242,2022-01-20,120521.02,16466.29,4.78,360,3 a 6 SM,RS,Novo,MCMV,744,87.98,1,35,152,2022-02-01,2024-12-01
243,2022-01-20,259001.38,51056.02,11.07,360,3 a 6 SM,SP,Usado,Livre,701,83.53,0,35,86,2022-02-01,2024-12-01
244,2022-01-20,125331.59,16248.45,4.46,360,Até 3 SM,MA,Novo,MCMV,767,88.52,0,35,52,2022-02-01,2024-12-01
245,2022-01-20,160809.9,19367.73,9.28,360,Até 3 SM,SP,Usado,FGTS,698,89.25,1,35,170,2022-02-01,2024-12-01
246,2022-01-20,423865.73,178414.2,7.39,300,Acima de 10 SM,RJ,Usado,FGTS,740,70.38,1,35,153,2022-02-01,2024-12-01
247,2022-01-20,228429.31,49244.83,7.11,300,3 a 6 SM,MG,Usado,FGTS,580,82.27,1,35,144,2022-02-01,2024-12-01
248,2022-01-20,183777.71,48053.97,8.76,360,6 a 10 SM,SP,Novo,FGTS,723,79.27,1,35,168,2022-02-01,2024-12-01
249,2022-01-20,200000.0,32702.85,11.54,120,3 a 6 SM,PA,Usado,Livre,663,85.95,1,35,176,2022-02-01,2024-12-01
250,2022-01-20,98597.82,16109.04,5.18,300,Até 3 SM,RJ,Usado,MCMV,689,85.96,0,35,84,2022-02-01,2024-12-01
251,2022-01-20,129310.52,21621.8,8.17,300,Até 3 SM,BA,Usado,FGTS,572,85.67,0,35,63,2022-02-01,2024-12-01
252,2022-01-20,268015.18,50144.27,9.17,360,3 a 6 SM,BA,Usado,FGTS,583,84.24,1,35,128,2022-02-01,2024-12-01
253,2022-01-21,204961.3,49958.69,8.17,120,3 a 6 SM,SP,Usado,FGTS,560,80.4,0,35,59,2022-02-01,2024-12-01
254,2022-01-21,144842.06,18581.08,9.42,240,Até 3 SM,SP,Usado,FGTS,467,88.63,0,35,80,2022-02-01,2024-12-01
255,2022-01-21,121944.85,16942.78,4.8,120,Até 3 SM,SP,Usado,MCMV,577,87.8,1,35,109,2022-02-01,2024-12-01
256,2022-01-21,277071.98,72261.06,9.1,300,6 a 10 SM,AM,Usado,FGTS,706,79.31,0,35,68,2022-02-01,2024-12-01
257,2022-01-21,195602.17,28012.82,8.29,180,Até 3 SM,MG,Usado,FGTS,540,87.47,0,35,45,2022-02-01,2024-12-01
258,2022-01-21,200000.0,32766.2,11.35,240,3 a 6 SM,SP,Usado,Livre,618,85.92,1,35,172,2022-02-01,2024-12-01
259,2022-01-21,285126.44,80457.64,8.92,360,Acima de 10 SM,CE,Usado,FGTS,807,77.99,1,35,143,2022-02-01,2024-12-01
260,2022-01-21,259157.54,102725.68,9.01,300,Acima de 10 SM,MA,Novo,FGTS,889,71.61,1,35,135,2022-02-01,2024-12-01
261,2022-01-21,137908.68,29319.06,8.91,120,3 a 6 SM,PR,Novo,FGTS,714,82.47,1,35,119,2022-02-01,2024-12-01
262,2022-01-21,192711.11,56070.07,9.07,240,6 a 10 SM,RJ,Novo,FGTS,711,77.46,0,35,78,2022-02-01,2024-12-01
263,2022-01-21,149981.86,20421.11,4.02,360,Até 3 SM,SP,Novo,MCMV,614,88.02,1,35,141,2022-02-01,2024-12-01
264,2022-01-21,309317.55,120552.34,9.19,120,Acima de 10 SM,RN,Usado,FGTS,794,71.96,0,35,30,2022-02-01,2024-12-01
265,2022-01-21,354683.13,68860.24,9.0,300,6 a 10 SM,MS,Novo,FGTS,732,83.74,0,35,59,2022-02-01,2024-12-01
266,2022-01-22,303678.39,94864.17,8.11,300,6 a 10 SM,ES,Novo,FGTS,745,76.2,0,35,59,2022-02-01,2024-12-01
267,2022-01-22,150990.12,17347.19,5.32,120,Até 3 SM,PE,Novo,MCMV,564,89.69,1,35,130,2022-02-01,2024-12-01
268,2022-01-22,394036.5,117815.99,9.26,360,Acima de 10 SM,RS,Novo,FGTS,670,76.98,1,35,125,2022-02-01,2024-12-01
269,2022-01-22,310335.29,101539.21,9.32,300,Acima de 10 SM,PB,Usado,FGTS,842,75.35,1,35,128,2022-02-01,2024-12-01
270,2022-01-22,88680.84,15479.83,5.8,360,3 a 6 SM,SC,Usado,MCMV,680,85.14,0,35,28,2022-02-01,2024-12-01
271,2022-01-22,290958.65,64091.7,10.84,300,3 a 6 SM,SC,Novo,Livre,637,81.95,1,35,122,2022-02-01,2024-12-01
272,2022-01-22,86111.68,19083.31,4.22,360,3 a 6 SM,SP,Novo,MCMV,605,81.86,1,35,176,2022-02-01,2024-12-01
273,2022-01-22,181486.67,24838.0,6.12,300,3 a 6 SM,MT,Usado,MCMV,658,87.96,1,35,115,2022-02-01,2024-12-01
274,2022-01-23,175612.6,28580.78,7.1,300,Até 3 SM,MT,Novo,FGTS,680,86.0,1,35,172,2022-02-01,2024-12-01
275,2022-01-23,92060.84,13617.76,5.75,360,Até 3 SM,RJ,Usado,MCMV,619,87.11,0,35,55,2022-02-01,2024-12-01
276,2022-01-23,200000.0,38274.57,10.9,360,3 a 6 SM,PE,Usado,Livre,632,83.94,1,35,145,2022-02-01,2024-12-01
277,2022-01-23,168460.43,27592.31,7.92,180,Até 3 SM,AC,Usado,FGTS,574,85.93,1,35,143,2022-02-01,2024-12-01
278,2022-01-23,242450.69,55881.35,9.11,240,6 a 10 SM,RJ,Usado,FGTS,710,81.27,1,35,169,2022-02-01,2024-12-01
279,2022-01-23,193235.29,30913.53,7.07,240,3 a 6 SM,SC,Usado,FGTS,732,86.21,1,35,113,2022-02-01,2024-12-01
280,2022-01-23,191655.53,22954.01,6.64,240,Até 3 SM,MA,Usado,MCMV,595,89.3,1,35,99,2022-02-01,2024-12-01
281,2022-01-23,108842.91,18527.86,9.22,240,3 a 6 SM,AM,Usado,FGTS,672,85.45,1,35,141,2022-02-01,2024-12-01
282,2022-01-23,125987.45,28857.02,8.82,300,3 a 6 SM,MS,Novo,FGTS,486,81.36,1,35,101,2022-02-01,2024-12-01
283,2022-01-23,368322.66,145605.0,9.05,240,Acima de 10 SM,GO,Novo,FGTS,749,71.67,0,35,44,2022-02-01,2024-12-01
284,2022-01-23,350512.89,119301.55,8.08,300,Acima de 10 SM,SP,Usado,FGTS,730,74.61,1,35,170,2022-02-01,2024-12-01
285,2022-01-23,214834.68,39883.48,10.29,300,3 a 6 SM,MG,Usado,Livre,706,84.34,1,35,146,2022-02-01,2024-12-01
286,2022-01-23,258381.54,84286.27,11.24,360,6 a 10 SM,SP,Novo,Livre,716,75.4,1,35,145,2022-02-01,2024-12-01
287,2022-01-24,441940.86,124749.37,9.48,300,6 a 10 SM,MS,Usado,Livre,768,77.99,1,35,112,2022-02-01,2024-12-01
288,2022-01-24,254829.55,49574.72,7.15,360,6 a 10 SM,RJ,Usado,FGTS,657,83.71,1,35,94,2022-02-01,2024-12-01
289,2022-01-24,265436.89,78359.92,7.68,300,6 a 10 SM,AM,Novo,FGTS,799,77.21,0,35,69,2022-02-01,2024-12-01
290,2022-01-24,329635.3,102081.19,8.5,240,Acima de 10 SM,RS,Novo,FGTS,686,76.35,1,35,168,2022-02-01,2024-12-01
291,2022-01-24,260144.93,41989.64,7.81,360,Até 3 SM,PR,Usado,FGTS,551,86.1,0,35,71,2022-02-01,2024-12-01
292,2022-01-24,105002.5,14581.74,5.53,300,Até 3 SM,RS,Usado,MCMV,529,87.81,1,35,143,2022-02-01,2024-12-01
293,2022-01-24,80000.0,8968.71,4.07,360,Até 3 SM,SP,Usado,MCMV,628,89.92,1,35,145,2022-02-01,2024-12-01
294,2022-01-24,412236.08,103139.02,8.05,300,6 a 10 SM,AL,Usado,FGTS,830,79.99,1,35,149,2022-02-01,2024-12-01
295,2022-01-24,236817.11,59793.29,7.95,360,Acima de 10 SM,RJ,Usado,FGTS,785,79.84,0,35,61,2022-02-01,2024-12-01
296,2022-01-24,160747.25,39192.82,6.33,240,3 a 6 SM,SP,Novo,MCMV,640,80.4,0,35,88,2022-02-01,2024-12-01
297,2022-01-24,163347.46,26099.76,7.92,180,Até 3 SM,SP,Usado,FGTS,613,86.22,0,35,46,2022-02-01,2024-12-01
298,2022-01-24,100000.0,15650.77,7.89,180,Até 3 SM,GO,Usado,FGTS,409,86.47,1,35,148,2022-02-01,2024-12-01
299,2022-01-24,128085.79,14930.86,5.52,360,Até 3 SM,PI,Novo,MCMV,548,89.56,1,35,99,2022-02-01,2024-12-01
300,2022-01-24,156956.02,27417.05,8.84,360,Até 3 SM,SP,Novo,FGTS,420,85.13,0,35,59,2022-02-01,2024-12-01
301,2022-01-24,107964.21,14629.01,6.35,180,Até 3 SM,RJ,Usado,MCMV,672,88.07,1,35,138,2022-02-01,2024-12-01
302,2022-01-25,338033.02,111531.02,8.71,360,6 a 10 SM,PI,Novo,FGTS,592,75.19,0,35,60,2022-02-01,2024-12-01
303,2022-01-25,215891.0,36193.36,8.81,180,3 a 6 SM,BA,Usado,FGTS,662,85.64,1,35,160,2022-02-01,2024-12-01
304,2022-01-25,188764.45,29176.09,9.32,360,Até 3 SM,PE,Usado,FGTS,583,86.61,0,35,90,2022-02-01,2024-12-01
305,2022-01-25,154775.1,24893.08,5.18,300,3 a 6 SM,PA,Usado,MCMV,582,86.14,1,35,161,2022-02-01,2024-12-01
306,2022-01-25,545373.98,150056.68,10.71,300,Acima de 10 SM,AL,Usado,Livre,753,78.42,0,35,69,2022-02-01,2024-12-01
307,2022-01-25,80000.0,16098.08,5.74,120,3 a 6 SM,GO,Usado,MCMV,629,83.25,1,35,175,2022-02-01,2024-12-01
308,2022-01-25,205428.81,42306.39,10.87,120,3 a 6 SM,PA,Novo,Livre,621,82.92,0,35,78,2022-02-01,2024-12-01
309,2022-01-25,153086.71,32558.78,8.39,180,3 a 6 SM,SP,Usado,FGTS,625,82.46,1,35,101,2022-02-01,2024-12-01
310,2022-01-25,271352.83,54464.21,10.12,300,6 a 10 SM,MG,Usado,Livre,844,83.28,1,35,150,2022-02-01,2024-12-01
311,2022-01-25,135086.58,19598.9,5.74,240,3 a 6 SM,PE,Novo,MCMV,891,87.33,1,35,128,2022-02-01,2024-12-01
312,2022-01-26,213376.57,58658.63,9.41,300,6 a 10 SM,BA,Usado,FGTS,673,78.44,1,35,167,2022-02-01,2024-12-01
313,2022-01-26,417318.67,117722.57,8.94,240,6 a 10 SM,GO,Novo,FGTS,578,78.0,0,35,53,2022-02-01,2024-12-01
314,2022-01-26,268571.59,58492.95,8.84,300,6 a 10 SM,SP,Novo,FGTS,801,82.12,0,35,65,2022-02-01,2024-12-01
315,2022-01-26,150483.39,28340.59,4.9,300,3 a 6 SM,PB,Usado,MCMV,559,84.15,1,35,140,2022-02-01,2024-12-01
316,2022-01-26,221004.91,84624.94,8.47,300,Acima de 10 SM,MS,Novo,FGTS,692,72.31,1,35,162,2022-02-01,2024-12-01
317,2022-01-26,113751.27,18486.8,7.11,360,Até 3 SM,CE,Usado,FGTS,567,86.02,1,35,120,2022-02-01,2024-12-01
318,2022-01-26,143276.64,20461.07,7.64,180,Até 3 SM,PE,Usado,FGTS,446,87.5,0,35,50,2022-02-01,2024-12-01
319,2022-01-26,250000.0,82164.6,8.88,360,6 a 10 SM,MT,Usado,Livre,737,75.26,0,35,62,2022-02-01,2024-12-01
320,2022-01-26,117809.63,18926.75,6.38,300,Até 3 SM,MT,Usado,MCMV,550,86.16,1,35,140,2022-02-01,2024-12-01
321,2022-01-26,217806.78,32667.28,7.16,180,Até 3 SM,AC,Usado,FGTS,639,86.96,1,35,121,2022-02-01,2024-12-01
322,2022-01-26,138409.61,34126.73,8.2,180,3 a 6 SM,RJ,Novo,FGTS,701,80.22,1,35,174,2022-02-01,2024-12-01
323,2022-01-26,144582.76,22810.83,4.65,300,3 a 6 SM,BA,Novo,MCMV,694,86.37,1,35,145,2022-02-01,2024-12-01
324,2022-01-26,100000.0,11712.67,9.01,360,Até 3 SM,BA,Usado,FGTS,566,89.52,1,35,129,2022-02-01,2024-12-01
325,2022-01-27,105690.4,13896.96,8.81,120,Até 3 SM,PR,Novo,FGTS,591,88.38,1,35,129,2022-02-01,2024-12-01
326,2022-01-27,109956.65,26846.44,4.24,360,3 a 6 SM,GO,Usado,MCMV,619,80.38,1,35,162,2022-02-01,2024-12-01
327,2022-01-27,225749.41,37333.56,9.24,120,Até 3 SM,RJ,Usado,FGTS,558,85.81,1,35,167,2022-02-01,2024-12-01
328,2022-01-27,200000.0,41431.81,9.98,180,3 a 6 SM,RN,Usado,Livre,516,82.84,1,35,178,2022-02-01,2024-12-01
329,2022-01-27,113617.54,22543.54,4.84,240,3 a 6 SM,SE,Novo,MCMV,649,83.44,1,35,94,2022-02-01,2024-12-01
330,2022-01-27,170354.89,28357.33,4.99,240,3 a 6 SM,PA,Usado,MCMV,474,85.73,1,35,133,2022-02-01,2024-12-01
331,2022-01-27,316285.43,83269.57,9.37,240,6 a 10 SM,PR,Novo,Livre,603,79.16,0,35,90,2022-02-01,2024-12-01
332,2022-01-27,163082.45,29358.08,5.02,300,3 a 6 SM,MS,Novo,MCMV,699,84.74,0,35,83,2022-02-01,2024-12-01
333,2022-01-27,154108.99,22800.08,9.17,240,3 a 6 SM,SP,Novo,FGTS,582,87.11,0,35,83,2022-02-01,2024-12-01
334,2022-01-27,100000.0,15267.3,8.73,300,Até 3 SM,RJ,Usado,FGTS,576,86.75,1,35,134,2022-02-01,2024-12-01
335,2022-01-27,250000.0,53084.24,11.97,360,6 a 10 SM,BA,Novo,Livre,617,82.49,0,35,64,2022-02-01,2024-12-01
336,2022-01-27,209729.5,60615.33,8.38,300,6 a 10 SM,BA,Usado,FGTS,725,77.58,0,35,79,2022-02-01,2024-12-01
337,2022-01-27,115952.79,20252.25,7.0,300,Até 3 SM,MA,Novo,MCMV,587,85.13,1,35,143,2022-02-01,2024-12-01
338,2022-01-27,337101.51,88439.08,9.25,360,6 a 10 SM,MG,Novo,Livre,672,79.22,1,35,126,2022-02-01,2024-12-01
339,2022-01-27,191618.94,30237.95,8.5,180,Até 3 SM,DF,Novo,FGTS,724,86.37,1,35,143,2022-02-01,2024-12-01
340,2022-01-27,262047.76,67182.09,7.03,360,Acima de 10 SM,RJ,Usado,FGTS,785,79.59,1,35,91,2022-02-01,2024-12-01
341,2022-01-27,348870.69,99332.44,7.76,360,Acima de 10 SM,RJ,Usado,FGTS,794,77.84,0,35,88,2022-02-01,2024-12-01
342,2022-01-28,157088.03,19758.78,8.54,240,Até 3 SM,SP,Usado,FGTS,582,88.83,0,35,59,2022-02-01,2024-12-01
343,2022-01-28,356308.27,117430.98,8.32,360,6 a 10 SM,SP,Novo,FGTS,773,75.21,1,35,101,2022-02-01,2024-12-01
344,2022-01-28,113634.84,27076.72,8.09,120,3 a 6 SM,MG,Usado,FGTS,578,80.76,1,35,102,2022-02-01,2024-12-01
345,2022-01-28,332441.8,106455.64,8.99,120,6 a 10 SM,RJ,Novo,FGTS,689,75.74,1,35,177,2022-02-01,2024-12-01
346,2022-01-28,345426.53,112530.77,7.53,360,Acima de 10 SM,SP,Novo,FGTS,746,75.43,0,35,76,2022-02-01,2024-12-01
347,2022-01-28,231502.03,63516.78,7.82,360,6 a 10 SM,PI,Usado,FGTS,604,78.47,1,35,129,2022-02-01,2024-12-01
348,2022-01-28,334548.5,138224.64,8.21,240,Acima de 10 SM,PA,Usado,FGTS,864,70.76,1,35,147,2022-02-01,2024-12-01
349,2022-01-28,91863.61,15816.84,6.09,300,Até 3 SM,PE,Usado,MCMV,564,85.31,1,35,150,2022-02-01,2024-12-01
350,2022-01-28,335894.76,103263.11,9.81,300,Acima de 10 SM,AM,Novo,Livre,491,76.49,1,35,164,2022-02-01,2024-12-01
351,2022-01-28,154896.91,23566.51,5.77,240,Até 3 SM,SP,Novo,MCMV,487,86.79,1,35,140,2022-02-01,2024-12-01
352,2022-02-01,129927.36,16341.43,4.91,300,Até 3 SM,PA,Novo,MCMV,688,88.83,1,34,141,2022-03-01,2024-12-01
353,2022-02-01,300444.62,96670.5,7.63,360,6 a 10 SM,PB,Usado,FGTS,564,75.66,1,34,142,2022-03-01,2024-12-01
354,2022-02-01,80000.0,11176.19,4.61,180,3 a 6 SM,SC,Usado,MCMV,600,87.74,1,34,134,2022-03-01,2024-12-01
355,2022-02-01,82667.36,11570.08,4.61,240,Até 3 SM,RJ,Usado,MCMV,795,87.72,1,34,138,2022-03-01,2024-12-01
356,2022-02-01,136851.87,25580.63,6.66,360,3 a 6 SM,RJ,Novo,MCMV,666,84.25,0,34,87,2022-03-01,2024-12-01
357,2022-02-01,156496.74,22226.37,9.3,120,Até 3 SM,MA,Usado,FGTS,496,87.56,0,34,52,2022-03-01,2024-12-01
358,2022-02-01,250000.0,62081.36,11.36,360,6 a 10 SM,SP,Usado,Livre,758,80.11,1,34,163,2022-03-01,2024-12-01
359,2022-02-01,133195.9,22599.13,8.09,240,Até 3 SM,BA,Usado,FGTS,466,85.49,1,34,125,2022-03-01,2024-12-01
360,2022-02-01,100000.0,12896.98,9.28,360,Até 3 SM,PA,Usado,FGTS,705,88.58,1,34,135,2022-03-01,2024-12-01
361,2022-02-01,200000.0,47881.91,8.54,360,3 a 6 SM,MS,Novo,Livre,746,80.68,1,34,176,2022-03-01,2024-12-01
362,2022-02-01,110618.12,19049.05,5.27,180,Até 3 SM,SP,Usado,MCMV,624,85.31,1,34,104,2022-03-01,2024-12-01
363,2022-02-02,148518.85,32157.6,7.66,240,3 a 6 SM,BA,Novo,FGTS,656,82.2,1,34,180,2022-03-01,2024-12-01
364,2022-02-02,113967.67,18151.67,8.85,360,Até 3 SM,SP,Novo,FGTS,622,86.26,1,34,107,2022-03-01,2024-12-01
365,2022-02-02,357844.0,89229.55,9.82,180,6 a 10 SM,BA,Usado,Livre,661,80.04,1,34,146,2022-03-01,2024-12-01
366,2022-02-02,348123.23,56399.46,9.06,360,Até 3 SM,SC,Usado,FGTS,464,86.06,1,34,172,2022-03-01,2024-12-01
367,2022-02-02,275091.6,78575.12,9.29,300,Acima de 10 SM,RS,Usado,FGTS,634,77.78,1,34,128,2022-03-01,2024-12-01
368,2022-02-02,200000.0,39591.58,9.67,300,3 a 6 SM,RS,Novo,Livre,775,83.48,1,34,177,2022-03-01,2024-12-01
369,2022-02-02,289454.84,59271.45,7.56,120,6 a 10 SM,SP,Novo,FGTS,820,83.0,0,34,76,2022-03-01,2024-12-01
370,2022-02-02,100717.34,14090.54,6.21,360,Até 3 SM,SP,Usado,MCMV,641,87.73,1,34,177,2022-03-01,2024-12-01
371,2022-02-02,130259.83,26365.01,4.78,360,3 a 6 SM,PA,Novo,MCMV,619,83.17,1,34,108,2022-03-01,2024-12-01
372,2022-02-03,434985.82,174936.44,10.51,300,Acima de 10 SM,MG,Usado,Livre,841,71.32,1,34,94,2022-03-01,2024-12-01
373,2022-02-03,113142.09,18393.59,8.52,360,3 a 6 SM,SP,Novo,FGTS,568,86.02,1,34,149,2022-03-01,2024-12-01
374,2022-02-03,170992.12,35731.8,5.84,300,3 a 6 SM,SP,Usado,MCMV,705,82.72,1,34,150,2022-03-01,2024-12-01
375,2022-02-03,106197.88,13550.7,4.74,180,Até 3 SM,SP,Novo,MCMV,562,88.68,0,34,60,2022-03-01,2024-12-01
376,2022-02-03,308753.69,75440.94,8.8,300,6 a 10 SM,MG,Usado,FGTS,741,80.36,1,34,180,2022-03-01,2024-12-01
377,2022-02-03,143336.32,24846.0,8.54,240,Até 3 SM,MG,Novo,FGTS,729,85.23,0,34,26,2022-03-01,2024-12-01
378,2022-02-03,198709.53,44478.06,7.72,360,6 a 10 SM,RS,Usado,FGTS,855,81.71,1,34,157,2022-03-01,2024-12-01
379,2022-02-03,200000.0,36561.12,9.94,300,3 a 6 SM,PA,Novo,Livre,536,84.54,1,34,136,2022-03-01,2024-12-01
380,2022-02-03,227714.56,56937.89,8.04,180,Acima de 10 SM,SP,Novo,FGTS,798,80.0,1,34,144,2022-03-01,2024-12-01
381,2022-02-03,117267.01,13825.44,9.37,360,Até 3 SM,MG,Usado,FGTS,622,89.45,1,34,126,2022-03-01,2024-12-01
382,2022-02-04,253941.09,46245.7,9.14,120,6 a 10 SM,PR,Usado,FGTS,646,84.59,1,34,173,2022-03-01,2024-12-01
383,2022-02-04,217007.86,31956.77,7.06,360,Até 3 SM,SC,Usado,FGTS,627,87.16,0,34,29,2022-03-01,2024-12-01
384,2022-02-04,152230.55,22543.19,7.86,240,Até 3 SM,PE,Usado,FGTS,529,87.1,1,34,109,2022-03-01,2024-12-01
