id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,primeiro_mes_observado,ultimo_mes_observado,qtd_meses_observados,max_dias_atraso,regiao,score_100,ltv_10pp,prazo_5anos,log_vr_financiado
140,2022-01-13,225393.53,50603.01,8.63,300,3 a 6 SM,MG,Novo,FGTS,590,81.67,1,2022-02-01,2024-12-01,35,173,Sudeste,5.9,8.167,5.0,12.325603175650542
141,2022-01-13,300816.06,74363.6,7.26,360,6 a 10 SM,MT,Novo,FGTS,728,80.18,0,2022-02-01,2024-12-01,35,46,Centro-Oeste,7.28,8.018,6.0,12.614254260590021
142,2022-01-13,200000.0,35548.18,10.27,180,3 a 6 SM,SP,Usado,Livre,729,84.91,1,2022-02-01,2024-12-01,35,96,Sudeste,7.29,8.491,3.0,12.206072645530174
143,2022-01-14,385266.22,97980.8,9.67,240,Acima de 10 SM,SP,Usado,Livre,845,79.72,0,2022-02-01,2024-12-01,35,78,Sudeste,8.45,7.9719999999999995,4.0,12.8616898548269
144,2022-01-14,213198.08,48549.58,8.28,300,6 a 10 SM,PI,Usado,FGTS,837,81.45,1,2022-02-01,2024-12-01,35,109,Nordeste,8.37,8.145,5.0,12.269976965604759
145,2022-01-14,200000.0,45745.5,11.18,300,3 a 6 SM,PR,Novo,Livre,693,81.39,1,2022-02-01,2024-12-01,35,173,Sul,6.93,8.139,5.0,12.206072645530174
146,2022-01-14,80000.0,9863.99,6.13,300,Até 3 SM,DF,Usado,MCMV,630,89.02,1,2022-02-01,2024-12-01,35,103,Centro-Oeste,6.3,8.902,5.0,11.289781913656018
147,2022-01-14,134390.07,15008.89,5.54,180,Até 3 SM,SP,Novo,MCMV,553,89.95,1,2022-02-01,2024-12-01,35,119,Sudeste,5.53,8.995000000000001,3.0,11.808501820413063
148,2022-01-14,132233.35,15101.77,5.61,180,Até 3 SM,PI,Novo,MCMV,579,89.75,0,2022-02-01,2024-12-01,35,90,Nordeste,5.79,8.975,3.0,11.792323443874132
149,2022-01-14,166677.91,30745.44,5.72,300,3 a 6 SM,MG,Usado,MCMV,600,84.43,1,2022-02-01,2024-12-01,35,149,Sudeste,6.0,8.443000000000001,5.0,12.023818546460896
150,2022-01-14,121162.39,22143.99,8.0,360,3 a 6 SM,SP,Usado,FGTS,639,84.55,1,2022-02-01,2024-12-01,35,150,Sudeste,6.39,8.455,6.0,11.704886990928792
151,2022-01-14,91695.42,15301.68,5.49,180,3 a 6 SM,SP,Novo,MCMV,735,85.7,0,2022-02-01,2024-12-01,35,57,Sudeste,7.35,8.57,3.0,11.426227711522866
152,2022-01-14,149648.86,30797.29,4.55,300,3 a 6 SM,SP,Usado,MCMV,701,82.93,0,2022-02-01,2024-12-01,35,58,Sudeste,7.01,8.293000000000001,5.0,11.916046895477022
153,2022-01-14,260826.22,40100.21,8.68,360,Até 3 SM,SP,Novo,FGTS,545,86.67,1,2022-02-01,2024-12-01,35,117,Sudeste,5.45,8.667,6.0,12.471609640790964
154,2022-01-14,262408.44,38572.97,5.81,300,Até 3 SM,SP,Novo,MCMV,616,87.18,1,2022-02-01,2024-12-01,35,140,Sudeste,6.16,8.718,5.0,12.477657500168947
155,2022-01-14,92785.46,16882.16,5.25,300,3 a 6 SM,SC,Usado,MCMV,604,84.61,1,2022-02-01,2024-12-01,35,143,Sul,6.04,8.461,5.0,11.438045225464053
156,2022-01-14,85331.9,17675.86,6.09,360,3 a 6 SM,BA,Usado,MCMV,721,82.84,1,2022-02-01,2024-12-01,35,178,Nordeste,7.21,8.284,6.0,11.354303637777521
157,2022-01-15,200000.0,38385.42,11.66,360,3 a 6 SM,PR,Novo,Livre,634,83.9,1,2022-02-01,2024-12-01,35,103,Sul,6.34,8.39,6.0,12.206072645530174
158,2022-01-15,172576.52,25341.81,7.21,360,Até 3 SM,CE,Usado,FGTS,629,87.2,1,2022-02-01,2024-12-01,35,167,Nordeste,6.29,8.72,6.0,12.058596011297627
159,2022-01-15,507272.93,107442.57,8.62,300,6 a 10 SM,RS,Novo,Livre,640,82.52,0,2022-02-01,2024-12-01,35,90,Sul,6.4,8.251999999999999,5.0,13.13680446120062
160,2022-01-15,180704.29,34030.19,7.86,360,3 a 6 SM,MS,Novo,FGTS,611,84.15,0,2022-02-01,2024-12-01,35,45,Centro-Oeste,6.11,8.415000000000001,6.0,12.104617217305702
161,2022-01-15,264305.02,39166.53,7.1,360,Até 3 SM,PB,Usado,FGTS,569,87.09,1,2022-02-01,2024-12-01,35,168,Nordeste,5.69,8.709,6.0,12.48485909397992
162,2022-01-15,93875.65,15094.31,6.86,120,Até 3 SM,MG,Novo,MCMV,636,86.15,1,2022-02-01,2024-12-01,35,151,Sudeste,6.36,8.615,2.0,11.449726313143662
163,2022-01-15,96911.48,13973.91,6.39,300,3 a 6 SM,SE,Novo,MCMV,672,87.4,1,2022-02-01,2024-12-01,35,117,Nordeste,6.72,8.74,5.0,11.481553263513746
164,2022-01-15,91890.55,22320.62,5.56,300,3 a 6 SM,BA,Novo,MCMV,637,80.46,0,2022-02-01,2024-12-01,35,76,Nordeste,6.37,8.046,5.0,11.428353473894365
165,2022-01-15,159629.97,27624.17,7.51,360,Até 3 SM,SC,Usado,FGTS,616,85.25,1,2022-02-01,2024-12-01,35,162,Sul,6.16,8.525,6.0,11.980613728323908
166,2022-01-15,319213.0,58759.17,8.49,300,6 a 10 SM,PR,Novo,FGTS,662,84.45,0,2022-02-01,2024-12-01,35,69,Sul,6.62,8.445,5.0,12.67361387054552
167,2022-01-15,252450.2,49669.81,8.97,360,6 a 10 SM,MT,Usado,FGTS,701,83.56,0,2022-02-01,2024-12-01,35,46,Centro-Oeste,7.01,8.356,6.0,12.438969280522834
168,2022-01-15,177272.61,31288.64,8.34,300,3 a 6 SM,MA,Novo,FGTS,696,85.0,1,2022-02-01,2024-12-01,35,119,Nordeste,6.96,8.5,5.0,12.085443996202878
169,2022-01-15,138535.36,30852.59,8.45,300,3 a 6 SM,MA,Novo,FGTS,613,81.79,1,2022-02-01,2024-12-01,35,144,Nordeste,6.13,8.179,5.0,11.838880878883487
170,2022-01-15,96728.84,12560.19,5.39,300,Até 3 SM,SP,Usado,MCMV,610,88.51,1,2022-02-01,2024-12-01,35,147,Sudeste,6.1,8.851,5.0,11.479666878961607
171,2022-01-15,299360.81,34807.8,8.17,360,Até 3 SM,PB,Usado,FGTS,622,89.58,1,2022-02-01,2024-12-01,35,164,Nordeste,6.22,8.958,6.0,12.60940484727657
172,2022-01-15,263834.27,54316.34,7.58,180,6 a 10 SM,SP,Usado,FGTS,693,82.93,1,2022-02-01,2024-12-01,35,133,Sudeste,6.93,8.293000000000001,3.0,12.483076419849892
173,2022-01-15,347556.02,64795.87,7.76,240,6 a 10 SM,PB,Usado,FGTS,729,84.29,0,2022-02-01,2024-12-01,35,87,Nordeste,7.29,8.429,4.0,12.758681139627361
174,2022-01-15,387327.6,108819.12,10.49,360,6 a 10 SM,PR,Novo,Livre,597,78.07,0,2022-02-01,2024-12-01,35,85,Sul,5.97,7.8069999999999995,6.0,12.867026125550927
175,2022-01-15,132174.42,19234.97,8.79,360,Até 3 SM,RJ,Novo,FGTS,657,87.3,1,2022-02-01,2024-12-01,35,149,Sudeste,6.57,8.73,6.0,11.791877692972214
176,2022-01-15,200000.0,47050.7,10.6,360,3 a 6 SM,SP,Usado,Livre,694,80.96,1,2022-02-01,2024-12-01,35,118,Sudeste,6.94,8.096,6.0,12.206072645530174
177,2022-01-16,427532.94,175870.55,9.64,180,Acima de 10 SM,RN,Usado,Livre,732,70.85,1,2022-02-01,2024-12-01,35,144,Nordeste,7.32,7.084999999999999,3.0,12.965786617022129
178,2022-01-16,328244.86,93550.32,9.18,300,6 a 10 SM,CE,Novo,FGTS,603,77.82,0,2022-02-01,2024-12-01,35,83,Nordeste,6.03,7.781999999999999,5.0,12.701515133245794
179,2022-01-16,200000.0,44417.04,10.68,180,3 a 6 SM,SC,Novo,Livre,668,81.83,1,2022-02-01,2024-12-01,35,175,Sul,6.68,8.183,3.0,12.206072645530174
180,2022-01-16,252214.64,39735.39,8.52,120,3 a 6 SM,PE,Usado,FGTS,634,86.39,0,2022-02-01,2024-12-01,35,65,Nordeste,6.34,8.639,2.0,12.438035749995496
181,2022-01-16,111003.1,17603.6,5.48,240,Até 3 SM,TO,Novo,MCMV,575,86.31,1,2022-02-01,2024-12-01,35,138,Norte,5.75,8.631,4.0,11.617313407832421
182,2022-01-16,165776.49,33010.23,6.23,300,3 a 6 SM,AL,Novo,MCMV,785,83.39,0,2022-02-01,2024-12-01,35,90,Nordeste,7.85,8.339,5.0,12.018395714282937
183,2022-01-16,287615.37,44575.31,9.37,360,Até 3 SM,SP,Usado,FGTS,594,86.58,1,2022-02-01,2024-12-01,35,152,Sudeste,5.94,8.658,6.0,12.569379345681986
184,2022-01-16,314244.83,88938.73,8.11,180,6 a 10 SM,BA,Usado,FGTS,759,77.94,0,2022-02-01,2024-12-01,35,39,Nordeste,7.59,7.794,3.0,12.65792767444763
185,2022-01-16,200000.0,49585.01,11.56,180,3 a 6 SM,SP,Novo,Livre,598,80.13,0,2022-02-01,2024-12-01,35,89,Sudeste,5.98,8.013,3.0,12.206072645530174
186,2022-01-16,200000.0,30855.47,8.67,300,3 a 6 SM,MG,Usado,Livre,602,86.63,1,2022-02-01,2024-12-01,35,158,Sudeste,6.02,8.663,5.0,12.206072645530174
187,2022-01-16,430112.91,107479.97,8.49,300,6 a 10 SM,PB,Novo,FGTS,744,80.01,1,2022-02-01,2024-12-01,35,139,Nordeste,7.44,8.001000000000001,5.0,12.971803034596633
188,2022-01-16,163466.33,28245.97,8.48,180,Até 3 SM,MG,Usado,FGTS,606,85.27,1,2022-02-01,2024-12-01,35,103,Sudeste,6.06,8.527,3.0,12.004362315390678
189,2022-01-16,102210.48,11772.41,6.44,180,Até 3 SM,MG,Usado,MCMV,488,89.67,1,2022-02-01,2024-12-01,35,135,Sudeste,4.88,8.967,3.0,11.534789495525773
190,2022-01-16,436437.79,119449.31,8.67,360,6 a 10 SM,BA,Novo,Livre,671,78.51,1,2022-02-01,2024-12-01,35,129,Nordeste,6.71,7.851000000000001,6.0,12.986401124059029
191,2022-01-16,396238.31,81871.74,11.11,180,3 a 6 SM,SP,Usado,Livre,648,82.88,1,2022-02-01,2024-12-01,35,147,Sudeste,6.48,8.288,3.0,12.889771102161161
192,2022-01-16,175484.08,58619.0,8.43,240,Acima de 10 SM,MG,Usado,FGTS,736,74.96,0,2022-02-01,2024-12-01,35,63,Sudeste,7.36,7.4959999999999996,4.0,12.07530360552274
193,2022-01-16,251631.89,101143.8,9.47,360,Acima de 10 SM,MS,Usado,FGTS,610,71.33,1,2022-02-01,2024-12-01,35,117,Centro-Oeste,6.1,7.133,6.0,12.435722544584102
194,2022-01-16,134774.71,22931.99,4.41,300,Até 3 SM,RS,Usado,MCMV,688,85.46,1,2022-02-01,2024-12-01,35,133,Sul,6.88,8.546,5.0,11.811359848583182
195,2022-01-17,345755.22,93828.82,9.33,240,Acima de 10 SM,RS,Novo,Livre,643,78.66,0,2022-02-01,2024-12-01,35,58,Sul,6.43,7.866,4.0,12.75348634702692
196,2022-01-17,185622.68,30656.8,6.54,300,3 a 6 SM,PB,Novo,MCMV,592,85.83,1,2022-02-01,2024-12-01,35,171,Nordeste,5.92,8.583,5.0,12.131471290144498
197,2022-01-17,252076.39,65070.19,8.55,360,6 a 10 SM,BA,Usado,FGTS,767,79.48,1,2022-02-01,2024-12-01,35,143,Nordeste,7.67,7.948,6.0,12.437487455478088
198,2022-01-17,236902.93,72433.45,9.08,180,6 a 10 SM,MA,Usado,FGTS,770,76.58,1,2022-02-01,2024-12-01,35,150,Nordeste,7.7,7.6579999999999995,3.0,12.375405758158193
199,2022-01-17,90613.7,14328.07,5.06,360,3 a 6 SM,RJ,Novo,MCMV,542,86.35,1,2022-02-01,2024-12-01,35,166,Sudeste,5.42,8.635,6.0,11.414360694727403
200,2022-01-17,122346.38,21219.5,8.56,360,Até 3 SM,SE,Novo,FGTS,516,85.22,1,2022-02-01,2024-12-01,35,111,Nordeste,5.16,8.522,6.0,11.714611481183413
201,2022-01-17,139377.38,20472.85,5.01,300,3 a 6 SM,SP,Usado,MCMV,622,87.19,1,2022-02-01,2024-12-01,35,161,Sudeste,6.22,8.719,5.0,11.844940497283908
202,2022-01-17,156342.82,36234.24,8.53,120,3 a 6 SM,MG,Usado,FGTS,670,81.18,0,2022-02-01,2024-12-01,35,80,Sudeste,6.7,8.118,2.0,11.959806439221982
203,2022-01-17,269933.0,58044.35,7.37,300,3 a 6 SM,SP,Novo,FGTS,671,82.3,1,2022-02-01,2024-12-01,35,150,Sudeste,6.71,8.23,5.0,12.505929059038518
204,2022-01-17,415573.23,170494.75,8.94,240,Acima de 10 SM,MT,Novo,FGTS,751,70.91,0,2022-02-01,2024-12-01,35,23,Centro-Oeste,7.51,7.090999999999999,4.0,12.937414123235593
205,2022-01-17,83853.3,9440.48,6.18,180,Até 3 SM,RJ,Novo,MCMV,734,89.88,0,2022-02-01,2024-12-01,35,34,Sudeste,7.34,8.988,3.0,11.336824122469773
206,2022-01-17,269256.42,66678.44,9.48,240,6 a 10 SM,CE,Novo,FGTS,618,80.15,1,2022-02-01,2024-12-01,35,116,Nordeste,6.18,8.015,4.0,12.503419438745514
207,2022-01-17,122733.14,30444.1,4.27,360,3 a 6 SM,MS,Novo,MCMV,563,80.12,1,2022-02-01,2024-12-01,35,121,Centro-Oeste,5.63,8.012,6.0,11.717767683880911
208,2022-01-18,122496.82,16926.57,6.61,180,3 a 6 SM,TO,Novo,MCMV,591,87.86,1,2022-02-01,2024-12-01,35,141,Norte,5.91,8.786,3.0,11.7158403494463
209,2022-01-18,197434.63,24437.79,7.1,180,Até 3 SM,RJ,Usado,FGTS,741,88.99,0,2022-02-01,2024-12-01,35,81,Sudeste,7.41,8.899,3.0,12.193162821193141
210,2022-01-18,134179.45,16411.21,8.86,180,Até 3 SM,SP,Novo,FGTS,606,89.1,1,2022-02-01,2024-12-01,35,147,Sudeste,6.06,8.91,3.0,11.806933362136947
211,2022-01-18,168104.07,22577.9,7.21,120,Até 3 SM,RJ,Usado,FGTS,590,88.16,0,2022-02-01,2024-12-01,35,52,Sudeste,5.9,8.815999999999999,2.0,12.03233853088231
212,2022-01-18,110281.08,16361.97,4.65,360,3 a 6 SM,MA,Novo,MCMV,640,87.08,1,2022-02-01,2024-12-01,35,133,Nordeste,6.4,8.708,6.0,11.610787658343316
213,2022-01-18,113410.11,24869.17,4.21,240,3 a 6 SM,PA,Usado,MCMV,566,82.02,1,2022-02-01,2024-12-01,35,149,Norte,5.66,8.202,4.0,11.63876581974101
214,2022-01-18,128094.34,14281.82,9.0,180,Até 3 SM,PB,Novo,FGTS,618,89.97,1,2022-02-01,2024-12-01,35,173,Nordeste,6.18,8.997,3.0,11.760522302677604
215,2022-01-18,351695.43,113642.94,8.01,180,6 a 10 SM,GO,Novo,FGTS,820,75.58,0,2022-02-01,2024-12-01,35,82,Centro-Oeste,8.2,7.558,3.0,12.77052082434865
216,2022-01-18,211987.2,36985.78,10.3,240,3 a 6 SM,MG,Usado,Livre,727,85.14,1,2022-02-01,2024-12-01,35,122,Sudeste,7.27,8.514,4.0,12.264281174472872
217,2022-01-18,260018.61,47267.41,8.47,180,6 a 10 SM,SC,Novo,FGTS,675,84.62,1,2022-02-01,2024-12-01,35,140,Sul,6.75,8.462,3.0,12.468508484359235
218,2022-01-18,100869.33,16944.82,5.99,360,Até 3 SM,SP,Usado,MCMV,561,85.62,1,2022-02-01,2024-12-01,35,171,Sudeste,5.61,8.562000000000001,6.0,11.521581195814072
219,2022-01-18,80000.0,13114.59,5.51,240,3 a 6 SM,MG,Novo,MCMV,703,85.92,1,2022-02-01,2024-12-01,35,175,Sudeste,7.03,8.592,4.0,11.289781913656018
220,2022-01-18,150931.33,25167.17,8.8,360,Até 3 SM,SP,Novo,FGTS,641,85.71,1,2022-02-01,2024-12-01,35,145,Sudeste,6.41,8.571,6.0,11.924580244146716
221,2022-01-18,100000.0,20741.8,8.55,360,3 a 6 SM,MS,Novo,FGTS,737,82.82,1,2022-02-01,2024-12-01,35,171,Centro-Oeste,7.37,8.282,6.0,11.512925464970229
222,2022-01-18,142060.02,34502.78,4.11,360,3 a 6 SM,PE,Usado,MCMV,626,80.46,1,2022-02-01,2024-12-01,35,151,Nordeste,6.26,8.046,6.0,11.864004923337374
223,2022-01-18,100000.0,13681.38,9.26,240,Até 3 SM,RJ,Novo,FGTS,539,87.97,1,2022-02-01,2024-12-01,35,175,Sudeste,5.39,8.797,4.0,11.512925464970229
224,2022-01-18,299371.93,96007.11,8.46,360,6 a 10 SM,RO,Novo,FGTS,713,75.72,1,2022-02-01,2024-12-01,35,165,Norte,7.13,7.572,6.0,12.609441992397452
225,2022-01-19,216575.27,38486.23,7.33,180,6 a 10 SM,MT,Usado,FGTS,551,84.91,1,2022-02-01,2024-12-01,35,149,Centro-Oeste,5.51,8.491,3.0,12.285693433438853
226,2022-01-19,136690.4,25634.4,7.77,240,3 a 6 SM,SP,Novo,FGTS,588,84.21,1,2022-02-01,2024-12-01,35,124,Sudeste,5.88,8.421,4.0,11.825473793472067
227,2022-01-19,86356.24,15075.77,4.26,360,Até 3 SM,PR,Usado,MCMV,429,85.14,1,2022-02-01,2024-12-01,35,109,Sul,4.29,8.514,6.0,11.366236345005596
228,2022-01-19,284831.77,64084.89,7.92,240,6 a 10 SM,PA,Usado,FGTS,759,81.63,1,2022-02-01,2024-12-01,35,138,Norte,7.59,8.163,4.0,12.559654004264791
229,2022-01-19,165920.38,26379.94,7.85,120,Até 3 SM,RS,Novo,FGTS,482,86.28,1,2022-02-01,2024-12-01,35,137,Sul,4.82,8.628,2.0,12.019263313721098
230,2022-01-19,163408.17,18486.17,8.92,300,Até 3 SM,SC,Usado,FGTS,653,89.84,0,2022-02-01,2024-12-01,35,67,Sul,6.53,8.984,5.0,12.004006460158081
231,2022-01-19,260072.93,86274.36,8.01,360,Acima de 10 SM,MT,Usado,FGTS,734,75.09,0,2022-02-01,2024-12-01,35,77,Centro-Oeste,7.34,7.509,6.0,12.468717370664894
232,2022-01-19,124812.04,28283.75,6.43,360,3 a 6 SM,RJ,Usado,MCMV,695,81.53,0,2022-02-01,2024-12-01,35,48,Sudeste,6.95,8.153,6.0,11.734564204623087
233,2022-01-19,161725.56,26428.09,8.94,300,Até 3 SM,RN,Usado,FGTS,449,85.95,1,2022-02-01,2024-12-01,35,123,Nordeste,4.49,8.595,5.0,11.9936561035743
234,2022-01-19,177299.71,23999.39,5.6,300,Até 3 SM,CE,Usado,MCMV,637,88.08,0,2022-02-01,2024-12-01,35,65,Nordeste,6.37,8.808,5.0,12.085596856415163
235,2022-01-19,232815.66,31591.92,7.67,300,Até 3 SM,RJ,Usado,FGTS,558,88.05,1,2022-02-01,2024-12-01,35,129,Sudeste,5.58,8.805,5.0,12.358002260618264
236,2022-01-19,240205.98,43528.82,8.58,120,6 a 10 SM,RN,Usado,FGTS,681,84.66,1,2022-02-01,2024-12-01,35,133,Nordeste,6.81,8.466,2.0,12.389252084238189
237,2022-01-19,211550.94,31225.93,7.25,180,Até 3 SM,RJ,Novo,FGTS,604,87.14,1,2022-02-01,2024-12-01,35,147,Sudeste,6.04,8.714,3.0,12.262221099532338
238,2022-01-19,313569.52,104219.27,8.97,240,Acima de 10 SM,MG,Novo,FGTS,756,75.05,1,2022-02-01,2024-12-01,35,107,Sudeste,7.56,7.505,4.0,12.655776368857207
239,2022-01-20,114780.09,20635.63,6.79,180,3 a 6 SM,CE,Usado,MCMV,570,84.76,1,2022-02-01,2024-12-01,35,130,Nordeste,5.7,8.476,3.0,11.650773315770776
240,2022-01-20,133050.68,19635.1,4.56,300,Até 3 SM,SP,Usado,MCMV,597,87.14,1,2022-02-01,2024-12-01,35,165,Sudeste,5.97,8.714,5.0,11.798485387253354
241,2022-01-20,200493.97,29781.29,7.62,180,Até 3 SM,MG,Novo,FGTS,612,87.07,0,2022-02-01,2024-12-01,35,77,Sudeste,6.12,8.706999999999999,3.0,12.208539450463537
242,2022-01-20,120521.02,16466.29,4.78,360,3 a 6 SM,RS,Novo,MCMV,744,87.98,1,2022-02-01,2024-12-01,35,152,Sul,7.44,8.798,6.0,11.699579456534012
243,2022-01-20,259001.38,51056.02,11.07,360,3 a 6 SM,SP,Usado,Livre,701,83.53,0,2022-02-01,2024-12-01,35,86,Sudeste,7.01,8.353,6.0,12.464588668852809
244,2022-01-20,125331.59,16248.45,4.46,360,Até 3 SM,MA,Novo,MCMV,767,88.52,0,2022-02-01,2024-12-01,35,52,Nordeste,7.67,8.852,6.0,11.738718224032715
245,2022-01-20,160809.9,19367.73,9.28,360,Até 3 SM,SP,Usado,FGTS,698,89.25,1,2022-02-01,2024-12-01,35,170,Sudeste,6.98,8.925,6.0,11.987978200996002
246,2022-01-20,423865.73,178414.2,7.39,300,Acima de 10 SM,RJ,Usado,FGTS,740,70.38,1,2022-02-01,2024-12-01,35,153,Sudeste,7.4,7.037999999999999,5.0,12.957172009533826
247,2022-01-20,228429.31,49244.83,7.11,300,3 a 6 SM,MG,Usado,FGTS,580,82.27,1,2022-02-01,2024-12-01,35,144,Sudeste,5.8,8.227,5.0,12.338982076026346
248,2022-01-20,183777.71,48053.97,8.76,360,6 a 10 SM,SP,Novo,FGTS,723,79.27,1,2022-02-01,2024-12-01,35,168,Sudeste,7.23,7.927,6.0,12.121482208426585
249,2022-01-20,200000.0,32702.85,11.54,120,3 a 6 SM,PA,Usado,Livre,663,85.95,1,2022-02-01,2024-12-01,35,176,Norte,6.63,8.595,2.0,12.206072645530174
250,2022-01-20,98597.82,16109.04,5.18,300,Até 3 SM,RJ,Usado,MCMV,689,85.96,0,2022-02-01,2024-12-01,35,84,Sudeste,6.89,8.596,5.0,11.49880443081284
251,2022-01-20,129310.52,21621.8,8.17,300,Até 3 SM,BA,Usado,FGTS,572,85.67,0,2022-02-01,2024-12-01,35,63,Nordeste,5.72,8.567,5.0,11.769971922625869
252,2022-01-20,268015.18,50144.27,9.17,360,3 a 6 SM,BA,Usado,FGTS,583,84.24,1,2022-02-01,2024-12-01,35,128,Nordeste,5.83,8.424,6.0,12.498798899679953
253,2022-01-21,204961.3,49958.69,8.17,120,3 a 6 SM,SP,Usado,FGTS,560,80.4,0,2022-02-01,2024-12-01,35,59,Sudeste,5.6,8.040000000000001,2.0,12.230576459811461
254,2022-01-21,144842.06,18581.08,9.42,240,Até 3 SM,SP,Usado,FGTS,467,88.63,0,2022-02-01,2024-12-01,35,80,Sudeste,4.67,8.863,4.0,11.883399186368882
255,2022-01-21,121944.85,16942.78,4.8,120,Até 3 SM,SP,Usado,MCMV,577,87.8,1,2022-02-01,2024-12-01,35,109,Sudeste,5.77,8.78,2.0,11.711324172330032
256,2022-01-21,277071.98,72261.06,9.1,300,6 a 10 SM,AM,Usado,FGTS,706,79.31,0,2022-02-01,2024-12-01,35,68,Norte,7.06,7.931,5.0,12.532032607008526
257,2022-01-21,195602.17,28012.82,8.29,180,Até 3 SM,MG,Usado,FGTS,540,87.47,0,2022-02-01,2024-12-01,35,45,Sudeste,5.4,8.747,3.0,12.183838130590845
258,2022-01-21,200000.0,32766.2,11.35,240,3 a 6 SM,SP,Usado,Livre,618,85.92,1,2022-02-01,2024-12-01,35,172,Sudeste,6.18,8.592,4.0,12.206072645530174
259,2022-01-21,285126.44,80457.64,8.92,360,Acima de 10 SM,CE,Usado,FGTS,807,77.99,1,2022-02-01,2024-12-01,35,143,Nordeste,8.07,7.7989999999999995,6.0,12.56068800999042
260,2022-01-21,259157.54,102725.68,9.01,300,Acima de 10 SM,MA,Novo,FGTS,889,71.61,1,2022-02-01,2024-12-01,35,135,Nordeste,8.89,7.161,5.0,12.465191418313255
261,2022-01-21,137908.68,29319.06,8.91,120,3 a 6 SM,PR,Novo,FGTS,714,82.47,1,2022-02-01,2024-12-01,35,119,Sul,7.14,8.247,2.0,11.834347005962929
262,2022-01-21,192711.11,56070.07,9.07,240,6 a 10 SM,RJ,Novo,FGTS,711,77.46,0,2022-02-01,2024-12-01,35,78,Sudeste,7.11,7.7459999999999996,4.0,12.168947507125562
263,2022-01-21,149981.86,20421.11,4.02,360,Até 3 SM,SP,Novo,MCMV,614,88.02,1,2022-02-01,2024-12-01,35,141,Sudeste,6.14,8.802,6.0,11.918269632432034
264,2022-01-21,309317.55,120552.34,9.19,120,Acima de 10 SM,RN,Usado,FGTS,794,71.96,0,2022-02-01,2024-12-01,35,30,Nordeste,7.94,7.196,2.0,12.642123698091577
265,2022-01-21,354683.13,68860.24,9.0,300,6 a 10 SM,MS,Novo,FGTS,732,83.74,0,2022-02-01,2024-12-01,35,59,Centro-Oeste,7.32,8.373999999999999,5.0,12.778980078311212
266,2022-01-22,303678.39,94864.17,8.11,300,6 a 10 SM,ES,Novo,FGTS,745,76.2,0,2022-02-01,2024-12-01,35,59,Sudeste,7.45,7.62,5.0,12.623724492756349
267,2022-01-22,150990.12,17347.19,5.32,120,Até 3 SM,PE,Novo,MCMV,564,89.69,1,2022-02-01,2024-12-01,35,130,Nordeste,5.64,8.969,2.0,11.924969683192819
268,2022-01-22,394036.5,117815.99,9.26,360,Acima de 10 SM,RS,Novo,FGTS,670,76.98,1,2022-02-01,2024-12-01,35,125,Sul,6.7,7.698,6.0,12.884198823583198
269,2022-01-22,310335.29,101539.21,9.32,300,Acima de 10 SM,PB,Usado,FGTS,842,75.35,1,2022-02-01,2024-12-01,35,128,Nordeste,8.42,7.534999999999999,5.0,12.645408572619553
270,2022-01-22,88680.84,15479.83,5.8,360,3 a 6 SM,SC,Usado,MCMV,680,85.14,0,2022-02-01,2024-12-01,35,28,Sul,6.8,8.514,6.0,11.392799135945197
271,2022-01-22,290958.65,64091.7,10.84,300,3 a 6 SM,SC,Novo,Livre,637,81.95,1,2022-02-01,2024-12-01,35,122,Sul,6.37,8.195,5.0,12.580936439837075
272,2022-01-22,86111.68,19083.31,4.22,360,3 a 6 SM,SP,Novo,MCMV,605,81.86,1,2022-02-01,2024-12-01,35,176,Sudeste,6.05,8.186,6.0,11.363400337429056
273,2022-01-22,181486.67,24838.0,6.12,300,3 a 6 SM,MT,Usado,MCMV,658,87.96,1,2022-02-01,2024-12-01,35,115,Centro-Oeste,6.58,8.796,5.0,12.108937486463764
274,2022-01-23,175612.6,28580.78,7.1,300,Até 3 SM,MT,Novo,FGTS,680,86.0,1,2022-02-01,2024-12-01,35,172,Centro-Oeste,6.8,8.6,5.0,12.076035711595292
275,2022-01-23,92060.84,13617.76,5.75,360,Até 3 SM,RJ,Usado,MCMV,619,87.11,0,2022-02-01,2024-12-01,35,55,Sudeste,6.19,8.711,6.0,11.430204941813637
276,2022-01-23,200000.0,38274.57,10.9,360,3 a 6 SM,PE,Usado,Livre,632,83.94,1,2022-02-01,2024-12-01,35,145,Nordeste,6.32,8.394,6.0,12.206072645530174
277,2022-01-23,168460.43,27592.31,7.92,180,Até 3 SM,AC,Usado,FGTS,574,85.93,1,2022-02-01,2024-12-01,35,143,Norte,5.74,8.593,3.0,12.034456164400824
278,2022-01-23,242450.69,55881.35,9.11,240,6 a 10 SM,RJ,Usado,FGTS,710,81.27,1,2022-02-01,2024-12-01,35,169,Sudeste,7.1,8.126999999999999,4.0,12.398553628477067
279,2022-01-23,193235.29,30913.53,7.07,240,3 a 6 SM,SC,Usado,FGTS,732,86.21,1,2022-02-01,2024-12-01,35,113,Sul,7.32,8.620999999999999,4.0,12.17166384453565
